customer_id,first_name,last_name,email,region,signup_date
440,Jordan,Garcia,jordan.garcia440@example.com,North,2024-07-14
441,Taylor,Chen,taylor.chen441@example.com,West,2022-06-29
442,Jamie,Johnson,jamie.johnson442@example.com,East,2022-05-13
443,Kai,Martinez,kai.martinez443@example.com,East,2023-09-07
444,Taylor,Chen,taylor.chen444@example.com,South,2024-01-11
445,Kai,Nguyen,kai.nguyen445@example.com,North,2023-02-16
446,Taylor,Nguyen,taylor.nguyen446@example.com,West,2022-02-23
447,Riley,Martinez,riley.martinez447@example.com,East,2024-08-15
448,Kai,Garcia,kai.garcia448@example.com,North,2022-05-15
449,Casey,Brown,casey.brown449@example.com,West,2024-12-12
450,Avery,Brown,avery.brown450@example.com,North,2022-09-14
451,Riley,Kim,riley.kim451@example.com,North,2024-07-10
452,Morgan,Kim,morgan.kim452@example.com,East,2022-09-20
453,Kai,Kim,kai.kim453@example.com,South,2022-09-22
454,Avery,Martinez,avery.martinez454@example.com,North,2022-09-12
455,Kai,Garcia,kai.garcia455@example.com,East,2022-12-04
456,Taylor,Johnson,taylor.johnson456@example.com,South,2023-12-10
457,Kai,Smith,kai.smith457@example.com,North,2023-05-29
458,Sam,Kim,sam.kim458@example.com,East,2022-09-14
459,Jamie,Smith,jamie.smith459@example.com,North,2024-10-26
460,Jamie,Garcia,jamie.garcia460@example.com,South,2022-12-17
461,Jamie,Lopez,jamie.lopez461@example.com,East,2022-03-26
462,Alex,Patel,alex.patel462@example.com,North,2023-06-27
463,Jamie,Nguyen,jamie.nguyen463@example.com,West,2022-03-04
464,Morgan,Kim,morgan.kim464@example.com,East,2023-09-11
465,Morgan,Nguyen,morgan.nguyen465@example.com,West,2023-09-02
466,Morgan,Patel,morgan.patel466@example.com,North,2022-11-20
467,Morgan,Brown,morgan.brown467@example.com,West,2024-08-09
468,Sam,Johnson,sam.johnson468@example.com,South,2023-10-03
469,Cameron,Johnson,cameron.johnson469@example.com,East,2024-03-27
470,Taylor,Johnson,taylor.johnson470@example.com,North,2023-10-16
471,Sam,Davis,sam.davis471@example.com,North,2023-07-02
472,Morgan,Nguyen,morgan.nguyen472@example.com,South,2022-07-18
473,Alex,Smith,alex.smith473@example.com,West,2024-05-06
474,Sam,Garcia,sam.garcia474@example.com,East,2023-10-03
475,Sam,Garcia,sam.garcia475@example.com,West,2024-11-20
476,Morgan,Davis,morgan.davis476@example.com,East,2024-10-15
477,Alex,Patel,alex.patel477@example.com,West,2024-11-01
478,Morgan,Nguyen,morgan.nguyen478@example.com,South,2023-12-24
479,Alex,Lee,alex.lee479@example.com,East,2024-10-10
480,Drew,Kim,drew.kim480@example.com,West,2023-08-09
481,Kai,Lee,kai.lee481@example.com,North,2024-06-01
482,Taylor,Smith,taylor.smith482@example.com,East,2024-04-05
483,Riley,Lee,riley.lee483@example.com,West,2022-04-15
484,Drew,Martinez,drew.martinez484@example.com,South,2024-01-13
485,Kai,Smith,kai.smith485@example.com,North,2024-03-02
486,Kai,Davis,kai.davis486@example.com,East,2022-09-01
487,Taylor,Patel,taylor.patel487@example.com,West,2024-02-04
488,Riley,Martinez,riley.martinez488@example.com,East,2022-10-23
489,Sam,Lopez,sam.lopez489@example.com,West,2024-10-21
490,Alex,Lee,alex.lee490@example.com,North,2022-10-08
491,Cameron,Johnson,cameron.johnson491@example.com,West,2024-11-29
492,Morgan,Garcia,morgan.garcia492@example.com,South,2023-11-03
493,Drew,Johnson,drew.johnson493@example.com,South,2024-03-15
494,Drew,Chen,drew.chen494@example.com,East,2023-11-20
495,Kai,Martinez,kai.martinez495@example.com,West,2023-09-06
496,Morgan,Lee,morgan.lee496@example.com,East,2023-11-10
497,Jamie,Patel,jamie.patel497@example.com,West,2023-09-23
498,Cameron,Chen,cameron.chen498@example.com,North,2024-08-29
499,Casey,Kim,casey.kim499@example.com,South,2022-04-16
500,Drew,Davis,drew.davis500@example.com,South,2024-12-09
501,Jamie,Chen,jamie.chen501@example.com,West,2022-10-30
502,Jamie,Nguyen,jamie.nguyen502@example.com,North,2022-08-14
503,Sam,Lee,sam.lee503@example.com,West,2023-10-05
504,Avery,Garcia,avery.garcia504@example.com,West,2023-02-22
505,Avery,Martinez,avery.martinez505@example.com,West,2022-05-08
506,Cameron,Garcia,cameron.garcia506@example.com,South,2023-10-28
507,Jamie,Davis,jamie.davis507@example.com,West,2023-10-05
508,Taylor,Davis,taylor.davis508@example.com,East,2023-12-27
509,Jamie,Chen,jamie.chen509@example.com,East,2024-09-18
510,Sam,Nguyen,sam.nguyen510@example.com,East,2023-09-04
511,Sam,Smith,sam.smith511@example.com,East,2023-03-01
512,Cameron,Chen,cameron.chen512@example.com,West,2023-10-12
513,Morgan,Johnson,morgan.johnson513@example.com,East,2023-08-13
514,Jordan,Lopez,jordan.lopez514@example.com,West,2024-03-19
515,Riley,Garcia,riley.garcia515@example.com,East,2022-03-28
516,Casey,Chen,casey.chen516@example.com,North,2023-12-11
517,Morgan,Kim,morgan.kim517@example.com,East,2024-09-08
518,Sam,Nguyen,sam.nguyen518@example.com,East,2023-07-11
519,Taylor,Patel,taylor.patel519@example.com,South,2023-05-12
520,Alex,Kim,alex.kim520@example.com,South,2023-04-22
521,Alex,Patel,alex.patel521@example.com,West,2023-11-08
522,Cameron,Davis,cameron.davis522@example.com,North,2022-10-09
523,Alex,Martinez,alex.martinez523@example.com,South,2024-04-13
524,Jamie,Davis,jamie.davis524@example.com,West,2023-02-13
525,Casey,Johnson,casey.johnson525@example.com,East,2022-05-02
526,Jordan,Kim,jordan.kim526@example.com,South,2024-12-31
527,Cameron,Chen,cameron.chen527@example.com,North,2022-12-25
528,Avery,Garcia,avery.garcia528@example.com,North,2024-03-24
529,Morgan,Garcia,morgan.garcia529@example.com,East,2022-03-18
530,Alex,Smith,alex.smith530@example.com,North,2023-11-18
531,Casey,Davis,casey.davis531@example.com,West,2022-10-02
532,Kai,Davis,kai.davis532@example.com,East,2023-01-30
533,Jordan,Johnson,jordan.johnson533@example.com,South,2024-07-28
534,Jamie,Smith,jamie.smith534@example.com,South,2022-01-29
535,Cameron,Johnson,cameron.johnson535@example.com,East,2023-01-31
536,Taylor,Lopez,taylor.lopez536@example.com,West,2024-05-25
537,Kai,Johnson,kai.johnson537@example.com,North,2024-03-31
538,Jamie,Patel,jamie.patel538@example.com,South,2022-10-15
539,Morgan,Johnson,morgan.johnson539@example.com,South,2022-01-14
540,Casey,Brown,casey.brown540@example.com,South,2024-07-03
541,Casey,Johnson,casey.johnson541@example.com,East,2022-01-24
542,Casey,Kim,casey.kim542@example.com,East,2023-04-29
543,Alex,Kim,alex.kim543@example.com,North,2024-08-11
544,Casey,Garcia,casey.garcia544@example.com,West,2024-10-26
545,Cameron,Smith,cameron.smith545@example.com,North,2023-08-28
546,Riley,Lopez,riley.lopez546@example.com,South,2023-03-25
547,Taylor,Davis,taylor.davis547@example.com,South,2024-07-20
548,Cameron,Lopez,cameron.lopez548@example.com,East,2024-05-01
549,Cameron,Martinez,cameron.martinez549@example.com,West,2023-03-24
550,Sam,Kim,sam.kim550@example.com,North,2024-12-12
551,Morgan,Martinez,morgan.martinez551@example.com,East,2022-06-09
552,Drew,Patel,drew.patel552@example.com,North,2024-11-01
553,Sam,Lopez,sam.lopez553@example.com,South,2022-12-03
554,Riley,Martinez,riley.martinez554@example.com,West,2022-08-27
555,Jamie,Nguyen,jamie.nguyen555@example.com,West,2022-07-06
556,Kai,Davis,kai.davis556@example.com,North,2024-07-17
557,Taylor,Martinez,taylor.martinez557@example.com,West,2024-07-24
558,Drew,Lee,drew.lee558@example.com,West,2023-09-24
559,Cameron,Lee,cameron.lee559@example.com,West,2023-06-06
560,Alex,Chen,alex.chen560@example.com,South,2022-05-30
561,Alex,Brown,alex.brown561@example.com,East,2022-05-11
562,Kai,Lee,kai.lee562@example.com,North,2024-08-24
563,Alex,Smith,alex.smith563@example.com,West,2023-01-04
564,Taylor,Kim,taylor.kim564@example.com,West,2024-02-06
565,Avery,Davis,avery.davis565@example.com,West,2024-02-09
566,Jordan,Kim,jordan.kim566@example.com,South,2023-12-14
567,Jordan,Garcia,jordan.garcia567@example.com,West,2024-12-19
568,Taylor,Chen,taylor.chen568@example.com,South,2022-01-08
569,Alex,Smith,alex.smith569@example.com,West,2024-05-18
570,Kai,Brown,kai.brown570@example.com,South,2023-05-22
571,Morgan,Johnson,morgan.johnson571@example.com,South,2023-07-19
572,Sam,Chen,sam.chen572@example.com,North,2022-03-07
573,Jamie,Brown,jamie.brown573@example.com,North,2023-05-08
574,Sam,Patel,sam.patel574@example.com,North,2022-03-10
575,Morgan,Lopez,morgan.lopez575@example.com,North,2023-05-17
576,Cameron,Lee,cameron.lee576@example.com,West,2024-06-17
577,Sam,Martinez,sam.martinez577@example.com,South,2022-04-26
578,Taylor,Martinez,taylor.martinez578@example.com,East,2023-04-25
579,Cameron,Lopez,cameron.lopez579@example.com,East,2023-10-19
580,Sam,Smith,sam.smith580@example.com,South,2024-12-03
581,Sam,Brown,sam.brown581@example.com,East,2023-07-18
582,Alex,Martinez,alex.martinez582@example.com,South,2024-05-24
583,Kai,Davis,kai.davis583@example.com,North,2023-12-07
584,Jamie,Kim,jamie.kim584@example.com,West,2024-12-10
585,Riley,Chen,riley.chen585@example.com,West,2024-04-16
586,Taylor,Smith,taylor.smith586@example.com,West,2023-01-12
587,Kai,Davis,kai.davis587@example.com,South,2023-04-07
588,Casey,Chen,casey.chen588@example.com,South,2024-08-06
589,Alex,Martinez,alex.martinez589@example.com,West,2024-05-03
590,Kai,Martinez,kai.martinez590@example.com,South,2024-03-06
591,Sam,Smith,sam.smith591@example.com,South,2023-11-08
592,Jamie,Patel,jamie.patel592@example.com,West,2024-01-30
593,Jordan,Martinez,jordan.martinez593@example.com,South,2022-04-16
594,Casey,Brown,casey.brown594@example.com,North,2022-05-30
595,Sam,Lopez,sam.lopez595@example.com,South,2024-09-08
596,Sam,Johnson,sam.johnson596@example.com,East,2022-02-01
597,Sam,Nguyen,sam.nguyen597@example.com,North,2024-09-07
598,Sam,Chen,sam.chen598@example.com,South,2024-03-23
599,Sam,Martinez,sam.martinez599@example.com,East,2023-08-03
600,Avery,Davis,avery.davis600@example.com,East,2023-09-24
